text,o4mini_label,4o_mini_label,llama_label,qwen_4b_label,o4mini_label_short,4o_mini_label_short,llama_label_short,qwen_4b_label_short,label,o4mini_drug_labels,4o_mini_drug_labels,llama_drug_labels,qwen_4b_label_short,found_index_terms,DEA_found_index_terms,pubchem_found_index_terms,GPT_found_index_terms,redmed_found_index_terms
Chonk cat... did I just crack the enigma?,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
Tylenol can kill anyone and not because of packing. It destroys your liver if you overdose. The package might negate some of the problems but the bottom line is that your liver can't handle it. The answer is no. With Guns and Tylenol it takes education and not elimination.,False,False,False,False,F,F,F,F,T,['other'],,['other'],F,['oxycodone'],[],[],['oxycodone'],[]
My top 3 music of all time: 1) Kanye West - flashing lights 2) Snoop Dogg -sensual seduction 3) Future - Codeine Crazy 📀🚀,False,True,True,True,F,F,T,T,F,['Codeine'],['Codeine'],['Codeine'],T,"['fentanyl', 'codeine']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine']
"Naloxone is a drug that can temporarily reverse the effects of an opioid overdose or adverse reaction.  If you have had any experience with Opioids/Naloxone that you would like to share with us, visit 👉",False,False,False,False,F,F,F,F,T,['other'],,['other'],F,"['hydrocodone', 'oxycodone']",[],[],['hydrocodone'],[]
kingdom fr put crack in all of their songs. i love them and their concept mwaaah <3,False,True,True,True,T,T,T,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
"I think I'm losing my mind, codeine keep slowing my time",True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"It's no surprise the biggest porn dealer, the nastiest drug dealer, and the most prolific software pirate I have ever met have all had the same day job as Police Officers.",False,False,False,True,T,T,F,T,T,,,['other'],T,[],[],[],[],[]
"I really love this series, and this one might be my favorite.
Happy 4/20 #StellarFamily 
7 hours left on the auction, 111 $XLM reserve.
   $XLM #nftart #NFTs
Molecular THC on : #NFT Marketplace on #Stellar:",False,True,True,False,F,T,T,F,F,"['Marijuana', 'other']",,['other'],F,[],[],[],[],[]
"Snake start hissing
Heads go missing
Rest in piss to the ones I'm killing
Chief Keef drilling
Codeine spilling...",True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],"['Codeine', 'other']",T,"['codeine', 'lsd']","['codeine', 'lsd']","['codeine', 'lsd']",['codeine'],['codeine']
U.S. new vehicle sales tumbled about 26% in September as chip shortages and other parts-supply disruptions cut into the selection on dealer lots and raised prices once again to record levels.,False,False,False,False,F,F,F,F,F,,,,F,[],[],[],[],[]
Yo out here drinking promethazine like its codeine 😂😂😂😂 thinking he's getting high lol I'm so geeked rn,True,True,True,True,T,T,T,T,T,"['other', 'Codeine']","['Codeine', 'other']",['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Because no one tell me what the fuck I do. And if they put me out on the street I would just become a meth dealer.,True,True,True,True,T,T,T,T,T,['Methamphetamine'],['Methamphetamine'],"['other', 'Methamphetamine']",T,['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine']
"Hiya Tom, she isn't good, she is sedated in hospital at the moment, I don't think she even knows she is in there.  She was in such pain last night but because of her health they have to be really careful with morphine etc.",False,False,False,False,F,F,F,F,T,['Morphine'],['Morphine'],['Morphine'],F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
Cephalon Receives FDA Approval for Risk Evaluation and Mitigation Strategy for FENTORA and ACTIQ signs of drug abuse,False,False,False,False,F,F,F,F,T,['Fentanyl'],,['Fentanyl'],F,['fentanyl'],[],['fentanyl'],['fentanyl'],['fentanyl']
#AryanKhan who the hell is this druggy dealer flogging my twitter feed,True,False,True,True,T,T,T,T,F,,,['other'],T,[],[],[],[],[]
Noxolo I was about to sleep you know🤣🤣🤣 you just had to crack me up like this…😂😂😂,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
When you realize you're the only person in your generation Who uses codeine for what it's actually for.,False,True,True,False,T,F,T,F,T,['Codeine'],['Codeine'],['Codeine'],F,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Wow Covid + drug overdose 🤦🏾‍♂️ c'mon X pull through cuh,True,True,True,True,T,T,T,T,F,,['other'],"['Covid', 'other']",T,[],[],[],[],[]
"Medicine foods Will Always come from the Earth. Not pills. Not alcohol, Not shots, Not Crack Castle, Not kf-deathshack.",False,True,False,False,F,F,F,F,T,['other'],['other'],['other'],F,['hydrocodone'],[],[],[],[]
"It looks like chauvin legs was on George neck looking from 1 view and the other camera shows chauvins legs on his back.
Seems the guy died of over dose of drugs.",True,True,True,True,T,T,F,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
"#WSOP2021: The 36-year-old  dealer  claimed his career-first #WSOP gold bracelet in Event #1: $500 Casino Employees NLHE for $39,013.",False,False,False,False,F,F,F,F,T,,,['other'],F,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
the morphine shot was cool but all bc we can't see zendaya tittes IM CRYINGGGG #Euphoria,True,True,True,True,T,T,T,F,F,['Morphine'],"['other', 'Morphine']","['other', 'Morphine']",F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
How about the Homeless Vietnam Vets.that protected your crack head son and Wounded Warriors .,True,True,True,True,T,F,T,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
"It is estimated that if Germany legalizes recreational cannabis, it projects sales of about $2 billion to $4 billion each year for marijuana companies. 

If Ghana were to legalise recreational cannabis, what would sales look like?",False,False,False,False,F,F,F,F,T,['Marijuana'],,['other'],F,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
Put down the crack pipe and slowly walk away from the keyboard.,True,True,True,True,T,T,F,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
"#ProphetMuhammad Said 

#Allah decrees the ( #Hell ) #Fire & debars #Jannah for the one who usurps the rights of a believer by taking a false oath. One man asked O #Prophet of Allah! Even if it should be for an insignificant thing? 

He said Even if it be a stick of the Arak tree",False,False,False,False,F,F,F,F,T,,,['other'],F,['methamphetamine'],['methamphetamine'],[],[],[]
"Was gonna come on here & say pretty much that...where's everyone that said ""drug overdose"" & moved on? Where's the retractions? The apologies? The ""oh, I now realize I may have been wrong""? Has anyone on this app seen it from anyone at all? 
Some People have no shame or decency.",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
Straight to health center I go in the AM I need some codeine in my system 🍼,True,True,False,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Let me get a Caesar salad please.. With croutons and uhh codeine dressing 😈,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Just chatting about old school games come vibe with us  #cod #warzoneclips #twitch #twitchstreamer #fyp #iamsilencio #gaming #funnyvideos #lol #twitchclips #funnytwitchclip #crack #crackhead #lifestories #oldschoolgames #nintendo #mortalkombat #thesimpsons,False,False,True,True,T,F,T,T,F,['other'],['other'],['other'],T,[],[],[],[],[]
(Canadian trial evaluates real-world use of medical cannabis products) view it on Cannabis Examiners -  #cannabis #marijuana #MMJ #cannabiscommunity #marijuanaindustry,False,False,False,False,F,F,F,F,T,['Marijuana'],,['CBD'],F,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"Hehehee, I know what you experiencing 🤣😂 been there myself.",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"To watch NBA Game: Memphis Grizzlies vs Minnesota Timberwolves stream go to link in tweet below:
Live NBA Streams 
Playoffs 2022 games 
#NBAPlayoffs #Grizzlies #RaisedByWolves

CLICK    ====v",False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
You can see the codeine in this mans eyes 💀,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
Games have to cater to everyone is the most retarded take I have ever seen,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
"The Nevada arm of the ACLU is hoping a new challenge will get the state to stop treating #cannabis like a controlled substance - via 

#cannabisculture #cannabiscommunity #cannabisindustry #cannabisnews",False,False,False,False,F,F,F,F,T,['Marijuana'],,['CBD'],F,['methamphetamine'],[],[],[],[]
New article:  Georgia Governor Appoints New Cannabis Commission Chair -,False,False,False,False,F,F,F,F,T,['Marijuana'],,['CBD'],F,[],[],[],[],[]
"From the article: ""Increases in unintentional injury deaths in 2020 were largely driven by drug overdose deaths. Final mortality data will help determine the effect of the pandemic on concurrent trends in drug overdose deaths.""",False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
"I've had a terrible day, but I managed to insert a Trainspotting heroin joke into a game preview, so I call that a win. 
Now I'm going to order a takeaway, get lightly drunk with my best mate and enjoy three days off after a tough week.
✌🏻",True,True,True,False,F,F,F,T,T,['other'],['other'],['other'],T,[],[],[],[],[]
That is cool! I am taking a class on growing cannabis! I want my own strain and dispensary!,True,True,False,False,T,T,F,T,T,['Marijuana'],,['CBD'],T,[],[],[],[],[]
ER doctor ruled out drug overdose in Floyd death - News,False,False,False,False,F,F,F,F,T,,,['other'],F,['mdma'],['mdma'],[],[],[]
"Denver's first ""equity"" cannabis store went to a white guy from Wyoming 

Lol",False,False,False,False,F,F,F,F,T,['Marijuana'],['Marijuana'],['other'],F,[],[],[],[],[]
Demi Lovato Opens Up About 'Survivor's Guilt' After DMX Overdose,False,False,False,False,F,F,F,F,T,,,['other'],F,[],[],[],[],[]
yuuuung lean in the club for some morphine (morphine),True,True,True,True,T,T,T,T,T,"['Codeine', 'Morphine']","['other', 'Morphine']",['Codeine'],T,"['codeine', 'morphine']",['morphine'],"['codeine', 'morphine']","['codeine', 'morphine']",['morphine']
The Tesla CEO told financiers that agreed to help fund his $44B purchase that he would crack down on executive and board pay at Twitter in a push to slash cost...,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
Wow. Morphine is the most powerful pain med I've received post surgery. I don't want/need anything stronger. I'm blessed to not have to live w/ chronic or acute pain to function. It has to be rough juggling pain w/ addictive drugs.,False,False,False,False,F,F,F,F,F,['Morphine'],"['other', 'Morphine']",['Morphine'],F,"['oxymorphone', 'delta-9-thc-cooh', 'morphine']","['delta-9-thc-cooh', 'morphine']",['morphine'],"['oxymorphone', 'morphine']",['morphine']
"When I got sober, I didn't have a phone and worked w/ my dad doing tree work. Hes an alcoholic

I couldnt call my sponsor, so I just had to rely on dad.

1 day I said ""dad I really want to use heroin rn""

He just said ""are u f****n retarded?""

That helped me stay sober that day.",True,False,True,True,T,F,T,T,T,['other'],,['Heroin'],T,['hydromorphone'],[],[],['hydromorphone'],[]
When you put codeine in your pumpkin spiced latte,True,True,True,True,T,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],T,['codeine'],['codeine'],['codeine'],['codeine'],['codeine']
"I don't know what your condition is, but Oxy is not a good long-term pain med. And 10mg wouldn't get rid of a headache .... for me. You can ask about Morphine, Norco, Even high doses of Ibuptofen work better than Oxy. Work with your PCP. ✝️❤️🌷",False,False,False,False,F,F,F,F,T,"['Oxycodone', 'other', 'Hydrocodone', 'Morphine']","['Oxycodone', 'other', 'Hydrocodone']","['Oxycodone', 'Ibuprofen', 'Hydrocodone', 'Morphine']",F,"['oxymorphone', 'phencyclidine', 'morphine', 'oxycodone']","['morphine', 'oxycodone']",['morphine'],"['oxymorphone', 'phencyclidine', 'morphine', 'oxycodone']","['phencyclidine', 'hydrocodone', 'morphine']"
"Move over, Giuliani: how loopholes sparked a golden age of cannabis in New York-Oh yeah?  Legalization put 75% of mom & pop pot growers, many medicinal, out of business in CA.",False,False,False,False,F,F,F,T,T,['Marijuana'],['Marijuana'],['Cannabis'],T,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
He'd get into a bad car accident and be like: No morphine needed. I'm a masochist.,False,False,False,False,F,F,F,F,T,['Morphine'],['Morphine'],"['other', 'Morphine']",F,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
*** fans calling it karma like he himself wasn't an addict w a peddling gf/ dealer for the rich and famus 👀 dramatic ass,True,True,True,True,T,T,T,T,T,,,['other'],T,[],[],[],[],[]
Damn..... DMX has been in the ICU after a heart attack (early reports said over dose) with little to no brain activity...... He is on life support.... Dude I remember listening to his music before wrestling matches and football games.,True,False,False,True,F,F,F,T,F,,,['other'],T,[],[],[],[],[]
"perfect morning to all, i wish you a nice 420 day🍁

#42 will be droped today, yes there will be #marihuana #cannabis in the #artwork 
#NFTs #NFTCommmunity #Happy420 #bobmarley",True,True,True,True,T,T,T,T,F,['Marijuana'],['Marijuana'],"['Marijuana', 'other']",T,['delta-9-thc-cooh'],['delta-9-thc-cooh'],[],[],[]
"Currently Playing: Venus Blake - Chocolate Morphine, at Lonely Oak radio",False,False,True,False,F,F,F,T,F,['Morphine'],,"['other', 'Morphine']",T,['morphine'],['morphine'],['morphine'],['morphine'],['morphine']
#NowPlaying Angel of Small Death and the Codeine Scene - BBC Live Version by Seafret ♫,False,False,True,False,F,F,F,T,F,['Codeine'],['Codeine'],"['Codeine', 'other']",T,"['phencyclidine', 'codeine']","['phencyclidine', 'codeine']",['codeine'],['codeine'],['codeine']
I hope Crack Cloud puts out some more stuff.. indeed.,False,False,True,True,F,T,F,F,F,['other'],['other'],['other'],F,[],[],[],[],[]
"Now playing 🎵Sasha Lopez & BRUJA  - Overdose 18.03.21
Listen here:",False,False,True,True,F,F,T,F,F,,,['other'],F,[],[],[],[],[]
It's been two years and I'm still confused how Codeine Crazy didn't win a Grammy,False,False,False,False,F,F,F,F,F,['Codeine'],['Codeine'],['Codeine'],F,"['fentanyl', 'codeine']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine']
HOW TO CRACK JEE IN 1 MONTH | 100% SELECTION GUARANTEED,False,False,False,False,F,F,F,F,F,,,['other'],F,[],[],[],[],[]
