text,label,tweet_num,found_terms,found_index_terms,GPT_found_index_terms,pubchem_found_index_terms,redmed_found_index_terms,DEA_found_index_terms,4o_mini_label,o4mini_label,qwen_4b_label,llama_label,4o_mini_label_short,o4mini_label_short,qwen_4b_label_short,llama_label_short,4o_mini_drug_labels,o4mini_drug_labels,qwen_4b_drug_labels,llama_drug_labels,4o_mini_rag,o4mini_rag,qwen_4b_rag,llama_rag,is_about_illicit_drugs,drugs_mentioned
"Such a strange comparison. Clearly you want to normalize intravenous drug use. Coffee, beer, socially acceptable. Heroin use by a kids school, tough to swallow that one as acceptable. But go on. Keep reaching to justify this as normal and acceptable.",T,5185,['intravenous'],['morphine'],[],[],[],[],False,True,True,True,F,T,T,F,,['other'],['other'],"['other', 'Heroin']",,['other'],['other'],"['other', 'Heroin']",F,['other']
"Wait - we're told it was no way no how and overdose, weren't we?",T,5250,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],F,
#MedASSIST is kicking goals with >2 million records of OTC #codeine meds in real time,F,5290,['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],False,False,False,False,F,F,F,F,,['Codeine'],['Codeine'],['Codeine'],,['Codeine'],['Codeine'],['Codeine'],F,
codeine help me stop feeling ~ take me away from the pain,T,5300,['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],"['other', 'Codeine']",T,['Codeine']
"Well said. This all applies to toys, computers, auto parts, spatulas, appliances, clothing, and just about anything else you can think of. Hard to imagine that the board game industry is somehow going to crack the code that none of those other industries can (or want to).",F,5443,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],F,
"Cannabis can take US business to the next level 🤑

In the US, cannabis profits were $12.2 billion in 2019 and are projected to grow to a whopping $31.1 billion by 2024! When cannabis is legalized at the federal level, tax revenues could multiply many times over.",T,5555,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,['Marijuana'],['Marijuana'],['Cannabis'],,['Marijuana'],['Marijuana'],['Cannabis'],F,['Marijuana']
That's cool Guuuurl 😎. I just really into cannabis and shrooms. We got some cool breweries and a distillery in town,T,5818,[],[],[],[],[],[],True,True,True,True,T,T,T,T,"['Marijuana', 'Psilocybin']","['Marijuana', 'Psilocybin']",NO_JSON_FOUND,"['CBD', 'Psilocin']","['Marijuana', 'Psilocybin']","['Marijuana', 'Psilocybin']",NO_JSON_FOUND,"['CBD', 'Psilocin']",T,"['Psilocybin', 'Marijuana']"
"Cann-ID®,  Rolls-Out Unique Scalable Cannabis Industry Solution Combines: NFTs + COAs + Marketing + Limited Edition Art 
        Cannabis Testing COAs Through Cann-ID® proprietary software, uploaded to the blockchain applied to many creative NFT applications for cannabis bra…",F,5908,['rolls'],['mdma'],[],[],[],['mdma'],False,False,False,False,F,F,F,F,,['Marijuana'],,['other'],,['Marijuana'],,['other'],F,['Marijuana']
Brewing with Cannabis by Dr. Keith Villa () is the perfect gift for craft beer and cannabis enthusiasts on #420! This book includes recipes and guidance when creating non-alcohol beer or homebrew. Order today!,T,5938,['420'],['delta-9-thc-cooh'],[],[],[],['delta-9-thc-cooh'],True,True,False,False,F,T,T,F,,['Marijuana'],['Marijuana'],['CBD'],,['Marijuana'],['Marijuana'],['CBD'],T,['Marijuana']
"Who wouldn't? The narrative was extremely compelling. However, one then sees this. 2 kilos of heroin possibly all added up by countless Nagaens each strapping three tablespoons on their inside thigh. Each drop adds up into an ocean. How does one look at these people?",T,6084,[],[],[],[],[],[],True,True,True,True,T,T,T,T,['other'],['other'],"['other', 'Heroin']",['Heroin'],['other'],['other'],"['other', 'Heroin']",['Heroin'],T,['other']
Sask. Health Authority encourages companies to bring in drug-overdose training,T,6334,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],F,
"Young Couple Achieves Dream Of Buying Crack House In Slums For $100,000 Over Asking Price",F,6357,[],[],[],[],[],[],True,False,True,True,T,F,T,T,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],F,
I just figured out my sister's friend has over 100k subscribers on YouTube wth,F,6375,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,,,,,,F,
"#cannabiscommunity #marijuana #cannabis Markowitz Herbold PC Files Motion to Disqualify Susman Godfrey LLP  

        PORTLAND, Ore.--(BUSINESS WIRE)--Citing that ""Susman Godfrey violated its duties to prospective clients"", Markowitz has filed a",T,6376,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,['Marijuana'],['Marijuana'],"['other', 'Marijuana', 'Cannabis']",,['Marijuana'],['Marijuana'],"['other', 'Marijuana', 'Cannabis']",F,['Marijuana']
"But there is a flip side to it too. This flow of funds is like a free supply of drugs. You could either suffer from an overdose or a withdrawal. An addict, if at all, has a limited use .",T,6579,[],[],[],[],[],[],True,True,False,True,T,F,T,F,['other'],,['other'],['other'],['other'],,['other'],['other'],F,
"Not sure yet but like halfway in they just drop you as ""trying too hard to be the good guy"" and revealing the cops you worked with are ALL in fact, corrupt. 
But not the ""beating people at traffic stops + horrific racism"" corrupt the ""I'm a drug dealer now lol"" corrupt.",T,6595,[],[],[],[],[],[],True,True,True,False,T,F,F,F,['other'],,['other'],['other'],['other'],,['other'],['other'],F,
"Other than the plague, not yet :( gonna crack into my last Raymond chandler finally! Then I'll have read them all I think. & ima read world war z o.o",F,6719,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],F,
"Not that I think you even listened to the album to begin with, but you went into this assignment knowing crystal clear that you had a pre-existing prejudice against Demi. You publicly tweeted ONE DAY after her overdose ""one less addict in the world"" - absolutely despicable",F,6730,"[' crystal', 'clear']",['methamphetamine'],['methamphetamine'],['phencyclidine'],[],['methamphetamine'],False,False,False,True,F,F,T,F,,,['other'],['other'],,,['other'],['other'],F,
Derek Chauvin Defense Uses Forensic Pathologist Cross-examination to Support George Floyd Overdose Theory,T,6818,[],[],[],[],[],[],False,True,False,False,F,F,F,F,,,,['other'],,,,['other'],F,
"They gave him morphine, and he slept for ten minutes.  Then did think they gave him anything.  And kept asking.  He got the first around 5pm something and he just got the second dose. Hope to know soon.",T,6957,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],False,False,False,False,F,F,F,F,,['Morphine'],['Morphine'],['Morphine'],,['Morphine'],['Morphine'],['Morphine'],F,
Lol you need to write a book beef.  You crack me up. Are you feeling better.  Any word from the vettyman?,F,6959,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],F,
"Falcon Friday 🦅
The Evil Twin… this video was created for the launch of my Limited Edition Black Falcon back in 2015. It's long been sold out so NOT available from your local  dealer anymore but keep following for news of the Black and White BD Falcon Juniors 🖤🤍",F,7056,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],F,
"Who is he, other than a two bit drug dealer",T,7178,[],[],[],[],[],[],True,True,True,True,T,T,T,T,,,['other'],['other'],,,['other'],['other'],F,
"He's got scissors on his left foot! 
This dude be doing some hard crack",T,7210,[],[],[],[],[],[],True,True,True,True,T,T,T,T,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],F,
EXCLUSIVE: Enveric Offers Investors Rare Exposure To Both Cannabis And Psychedelic Industries,T,7233,['psychedelic'],['ketamine'],['ketamine'],[],[],[],False,False,False,False,F,F,F,F,,"['other', 'Marijuana']","['other', 'Marijuana']","['Cannabidiol', 'Psychedelic']",,"['other', 'Marijuana']","['other', 'Marijuana']","['Cannabidiol', 'Psychedelic']",F,
I am Mexican and I'm not a drug dealer 👍,T,7324,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],F,
That he scored more coke from his dealer.,T,7385,[],[],[],[],[],[],True,True,True,True,T,T,T,T,['Cocaine'],['other'],['other'],['other'],['Cocaine'],['other'],['other'],['other'],T,['other']
"overdose is legitimently a medical emergency.

where is the source for this ""Convicted felon who held a gun to the stomach of a pregnant woman for drug money"" claim?

loss of life no matter how shitty is not in consequential",F,7500,['the source'],['zopiclone'],[],[],[],[],False,True,False,False,F,F,T,F,,,['other'],['other'],,,['other'],['other'],F,
"What drugs do you take? Heroin, cocaine like the ukrainian comedian?",T,7575,[],[],[],[],[],[],True,True,True,True,T,T,T,T,['other'],['other'],['other'],"['Cocaine', 'Heroin']",['other'],['other'],['other'],"['Cocaine', 'Heroin']",T,['other']
Major food brands seek crackdown on marijuana-infused copycats - Cannabis Business Executive - Canna...,F,7593,[],[],[],[],[],[],False,False,False,False,F,F,F,F,['Marijuana'],['Marijuana'],['Marijuana'],['other'],['Marijuana'],['Marijuana'],['Marijuana'],['other'],F,
I just read somebody post said DMX didn't overdose it was the covid vaccine,F,7639,[],[],[],[],[],[],False,False,False,False,F,T,F,F,,,"['other', 'Methamphetamine']",['other'],,,"['other', 'Methamphetamine']",['other'],F,
Accidentally taken too much codeine at work and I actually feel off my face 😂,T,7647,[' codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,False,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],T,['Codeine']
"""Drug overdose"" narrative followed up by family members saying he wasn't on drugs but got the jab last week.",T,7683,[],[],[],[],[],[],False,False,False,True,F,F,F,F,,,,['Fentanyl'],,,,['Fentanyl'],F,
"""Please just listen to me, Technoblade. Heroin is like, the worst drug out there. I can't let you do that.""",T,7712,[],[],[],[],[],[],False,False,False,True,F,F,F,F,['other'],['other'],['other'],['Heroin'],['other'],['other'],['other'],['Heroin'],T,['other']
"pop the grate at the crack of dawn, sing while I wipe down the awning",F,7718,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],F,
This reminds me of my patient berating me about her morphine that I couldn't give for another 8 hours then continued to try to get me to buy her detox tea and pills 🙄,F,7802,"['morphine', 'detox', 'pills']","['hydrocodone', 'morphine', 'methadone']",['morphine'],['morphine'],['morphine'],['morphine'],False,True,True,True,F,T,T,T,"['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']","['other', 'Morphine']",T,['Morphine']
"okay i've been thinking and my definitive exo album (full and mini) ranking is
1. obsession
2. ex'act
3. exodus
4. overdose
5. dmumt
6. universe
7. sing for you/for life
8. the war/xoxo
9. miracles in december
10. mama",F,7868,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],F,
"Love 3 am migraines. They are the best. Never wanted to get sick from pain before, which is nice. Codeine is awesome though.",T,7904,['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],T,['Codeine']
Chonk cat... did I just crack the enigma?,F,8147,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,['other'],['other'],,,['other'],['other'],F,
Tylenol can kill anyone and not because of packing. It destroys your liver if you overdose. The package might negate some of the problems but the bottom line is that your liver can't handle it. The answer is no. With Guns and Tylenol it takes education and not elimination.,T,8180,"['tylenol', 'tylenol']",['oxycodone'],['oxycodone'],[],[],[],False,False,False,False,F,F,F,F,,['other'],['other'],['other'],,['other'],['other'],['other'],F,
My top 3 music of all time: 1) Kanye West - flashing lights 2) Snoop Dogg -sensual seduction 3) Future - Codeine Crazy 📀🚀,F,8188,"['codeine', 'crazy']","['fentanyl', 'codeine']",['codeine'],['codeine'],['codeine'],"['fentanyl', 'codeine']",True,False,True,True,F,F,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],F,['Codeine']
"Naloxone is a drug that can temporarily reverse the effects of an opioid overdose or adverse reaction.  If you have had any experience with Opioids/Naloxone that you would like to share with us, visit 👉",T,8206,"['opioid', 'opioids']","['hydrocodone', 'oxycodone']",['hydrocodone'],[],[],[],False,False,False,False,F,F,F,F,,['other'],['other'],['other'],,['other'],['other'],['Codeine'],F,
kingdom fr put crack in all of their songs. i love them and their concept mwaaah <3,F,8235,[],[],[],[],[],[],True,False,True,True,T,T,T,T,['other'],['other'],['other'],['other'],['other'],['other'],['other'],['other'],F,
"I think I'm losing my mind, codeine keep slowing my time",T,8280,['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],['Codeine'],,
"It's no surprise the biggest porn dealer, the nastiest drug dealer, and the most prolific software pirate I have ever met have all had the same day job as Police Officers.",T,8322,[],[],[],[],[],[],False,False,True,False,T,T,T,F,,,,['other'],,,,['other'],,
"I really love this series, and this one might be my favorite.
Happy 4/20 #StellarFamily 
7 hours left on the auction, 111 $XLM reserve.
   $XLM #nftart #NFTs
Molecular THC on : #NFT Marketplace on #Stellar:",F,8324,[],[],[],[],[],[],True,False,False,True,T,F,F,T,,"['other', 'Marijuana']","['other', 'Marijuana']",['other'],,"['other', 'Marijuana']","['other', 'Marijuana']",['other'],,
"Snake start hissing
Heads go missing
Rest in piss to the ones I'm killing
Chief Keef drilling
Codeine spilling...",T,8447,"['chief', 'codeine']","['codeine', 'lsd']",['codeine'],"['codeine', 'lsd']",['codeine'],"['codeine', 'lsd']",True,True,True,True,T,T,T,T,['Codeine'],['Codeine'],['Codeine'],"['other', 'Codeine']",['Codeine'],['Codeine'],['Codeine'],"['other', 'Codeine']",,
U.S. new vehicle sales tumbled about 26% in September as chip shortages and other parts-supply disruptions cut into the selection on dealer lots and raised prices once again to record levels.,F,8525,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,,,,,,,
Yo out here drinking promethazine like its codeine 😂😂😂😂 thinking he's getting high lol I'm so geeked rn,T,8531,"['promethazine ', ' codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],True,True,True,True,T,T,T,T,"['other', 'Codeine']","['other', 'Codeine']","['other', 'Codeine']",['Codeine'],"['other', 'Codeine']","['other', 'Codeine']","['other', 'Codeine']",['Codeine'],,
Because no one tell me what the fuck I do. And if they put me out on the street I would just become a meth dealer.,T,8535,[' meth'],['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine'],['methamphetamine'],True,True,True,True,T,T,T,T,['Methamphetamine'],['Methamphetamine'],['Methamphetamine'],"['other', 'Methamphetamine']",['Methamphetamine'],['Methamphetamine'],['Methamphetamine'],"['other', 'Methamphetamine']",,
"Hiya Tom, she isn't good, she is sedated in hospital at the moment, I don't think she even knows she is in there.  She was in such pain last night but because of her health they have to be really careful with morphine etc.",T,8544,['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],False,False,False,False,F,F,F,F,['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],['Morphine'],,
Cephalon Receives FDA Approval for Risk Evaluation and Mitigation Strategy for FENTORA and ACTIQ signs of drug abuse,T,8552,"['fentora', 'actiq']",['fentanyl'],['fentanyl'],['fentanyl'],['fentanyl'],[],False,False,False,False,F,F,F,F,,['Fentanyl'],['Fentanyl'],['Fentanyl'],,['Fentanyl'],['Fentanyl'],['Fentanyl'],,
#AryanKhan who the hell is this druggy dealer flogging my twitter feed,F,8602,[],[],[],[],[],[],False,True,True,True,T,T,T,T,,,['other'],['other'],,,['other'],['other'],,
Noxolo I was about to sleep you know🤣🤣🤣 you just had to crack me up like this…😂😂😂,F,8667,[],[],[],[],[],[],False,False,False,False,F,F,F,F,,,,['other'],,,,['other'],,
