text,label,tweet_num,found_terms,found_index_terms,GPT_found_terms,GPT_found_index_terms,pubchem_found_terms,pubchem_found_index_terms,redmed_found_terms,redmed_found_index_terms,DEA_found_terms,DEA_found_index_terms,count_found_terms
"Let Barbie loosen up the brain, Ativan calm the anxiety, Ibuprofen drain the bursitis, and codeine smooth the discomfort. 🙋",F,8410,"['ativan', ' codeine']","['codeine', 'lorazepam']","['ativan', ' codeine']","['codeine', 'lorazepam']","['ativan', 'codeine']","['codeine', 'lorazepam']","['ativan', 'codeine']","['codeine', 'lorazepam']",['codeine'],['codeine'],2
"Emo clears her throat
♪Tallulah knows that she's not the only one I'm holding close
On the low, I get vertigo from body overdose
So tell me your name and tell me your problems
I got the same♫",T,8443,['vertigo'],['pregabalin'],['vertigo'],['pregabalin'],[],[],[],[],[],[],1
"""However, when abused or taken in an overdose, this opioid can quickly be fatal because it is so potent. When it's used in combination with other central nervous system depressants like opioids or benzodiazepines, the risk of overdose multiplies.""",T,8634,"['opioid', 'opioids', 'benzodiazepines']","['temazepam', 'hydrocodone', 'oxycodone']","['opioid', 'opioids', 'benzodiazepines']","['hydrocodone', 'temazepam']",[],[],[],[],[],[],3
Can't smoke weed gives me panic attacks and psychedelic would probably give me a panic attack too. Just my prescription benzos I guess (Id drink but it'd give me reflux)...I miss morphine from my hospital stay ngl,T,8687,"['smoke', 'weed', 'psychedelic', 'prescription benzos', 'morphine']","['ketamine', 'morphine', 'delta-9-thc-cooh', 'temazepam']","['psychedelic', 'morphine']","['ketamine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],"['smoke', 'weed', 'morphine']","['morphine', 'delta-9-thc-cooh']",5
"Me asking my mom for cough medicine: ""mom I need some of that prescription medicine"" 
Mom- ""no it has codeine in it""
Me- ?¿",F,8835,"['cough medicine', 'prescription medicine', ' codeine']","['diphenhydramine', 'codeine']","['cough medicine', ' codeine']",['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],['codeine'],3
"'I'm 99% sure this is an anti-voltage gated potassium channel antibody encephalitis'

*runs away from patient who actually has a pregabalin overdose*",T,8845,['pregabalin'],['pregabalin'],['pregabalin'],['pregabalin'],['pregabalin'],['pregabalin'],['pregabalin'],['pregabalin'],['pregabalin'],['pregabalin'],1
"The Source+ to Bring First  East Coast Dispensary to Northampton, Mass.  - Cannabis Business Times",T,9057,['the source'],['zopiclone'],[],[],[],[],[],[],[],[],1
"it's wild just how medicinal the stuff really is. talked some more. clerk guy got the nerve pain from a car accident that broke his back. got into a baaad spot with opis & eventually heroin, n got/has been clean with da mud water for 11 years",T,9083,"['nerve pain', 'opis']","['pregabalin', 'oxymorphone']",['nerve pain'],['pregabalin'],[],[],[],[],[],[],2
"#SussexSquad I spent the night playing songs & talking 2 my ailing Dad. He's on morphine & lorazepham now, from the hospice nurse; a beautiful, hazy twilight. Glad I'm not @ work. Drinking wine like mad. The min. I feel sober, time 2 grab the cup. Grant him peace, universe. Pls🖤",F,9368,"['morphine', 'lorazepham', 'peace']","['phencyclidine', 'lorazepam', 'morphine']","['morphine', 'lorazepham']","['lorazepam', 'morphine']","['morphine', 'peace']","['phencyclidine', 'morphine']",['morphine'],['morphine'],"['morphine', 'peace']","['morphine', 'mdma']",3
"Join  on 4/13 at 2pm ET for a webinar on #ODMAP, a free web-based tool providing
real-time overdose surveillance to help LEOs and public health partners develop coordinated
intervention strategies for reducing opioid overdoses.",T,9451,"['2pm', 'opioid', 'overdoses']","['diphenhydramine', 'fentanyl', 'hydrocodone']",['opioid'],['hydrocodone'],['2pm'],['diphenhydramine'],[],[],[],[],3
"Yes, I agree. As a psych nurse for 28 years, I have witnessed patients injured by antipsychotic meds, OxyContin, morphine, SSRIs, ABX, Valium, Ativan, Coumadin, heparin, Celebrex, vaccines. The DNS and doctor were always informed; they handled reports.",T,9814,"['oxycontin', 'morphine', 'ativan', 'doctor']","['lorazepam', 'mdma', 'morphine', 'oxycodone']","['oxycontin', 'morphine', 'ativan']","['lorazepam', 'morphine', 'oxycodone']","['oxycontin', 'morphine', 'ativan']","['lorazepam', 'morphine', 'oxycodone']","['oxycontin', 'morphine', 'ativan']","['lorazepam', 'morphine', 'oxycodone']","['morphine', 'doctor']","['morphine', 'mdma']",4
"It's funny how everyone has different reactions, I can do morphine, demerol, oxy of any kind, but hydrocodone/vicodin? Barf machine. And tramadol may as well be Pez for me (I also get weird reactions to weed, and almost no pain relief)",T,9966,"['morphine', 'demerol', 'oxy', 'hydrocodone', 'vicodin', 'weed', 'pain relief']","['delta-9-thc-cooh', 'hydrocodone', 'oxymorphone', 'meperidine', 'morphine']","['morphine', 'oxy', 'hydrocodone', 'vicodin', 'pain relief']","['oxymorphone', 'hydrocodone', 'morphine', 'oxycodone']","['morphine', 'demerol', 'hydrocodone']","['meperidine', 'hydrocodone', 'morphine']","['morphine', 'hydrocodone', 'vicodin']","['hydrocodone', 'morphine']","['morphine', 'oxy', 'hydrocodone', 'weed']","['delta-9-thc-cooh', 'hydrocodone', 'morphine', 'oxycodone']",7
"Did it lessen the needed dosage of other medicine?

He wants it to reduce the amount of Lortab
Which is odd
I take 60 mg's of morphine Er daily
But only 45 mg's of Lortab
6x 7.5mg

Ive been opiate free before after surgeries until next injury or damage",T,10095,"['lortab', '60 mg', 'morphine', '45 mg', 'lortab', 'opiate free']","['oxymorphone', 'naltrexone', 'morphine', 'methadone']","['lortab', 'morphine', 'lortab', 'opiate']","['oxymorphone', 'codeine', 'morphine']",['morphine'],['morphine'],"['lortab', 'morphine', 'lortab']","['hydrocodone', 'morphine']",['morphine'],['morphine'],6
"Filled morphine and Ativan for a hospice patient after hours to net     -$1.50. Thank you  for you reimbursement below cost, at this rate the independents that actually take care of patients wont be around.Let your family know mail order will be there in 3 days",T,10208,"['morphine', 'ativan', 'hospice patient']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']",['morphine'],['morphine'],3
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Large Pet 60ct capsules & 1 Box of Advanced Biscuits
Advanced Capsules

The Canna-Pet® family of Advanced formula products is a fine powder in clear vegetarian",T,10451,"['capsules', 'capsules', 'clear']","['pregabalin', 'methamphetamine']","['capsules', 'capsules']",['pregabalin'],[],[],[],[],['clear'],['methamphetamine'],3
"Is there a risk of opioid overdose with VIVITROL?
Yes. One serious side effect of VIVITROL is the risk of opioid overdose. Using opioids, even in amounts that you used before VIVITROL treatment, can lead to accidental overdose, serious injury, coma, or death.",T,10633,"['opioid', 'vivitrol', 'vivitrol', 'opioid', 'using opioids', 'vivitrol']","['oxymorphone', 'hydrocodone', 'naltrexone']","['opioid', 'opioid', 'using opioids']","['oxymorphone', 'hydrocodone']","['vivitrol', 'vivitrol', 'vivitrol']",['naltrexone'],"['vivitrol', 'vivitrol', 'vivitrol']",['naltrexone'],[],[],6
"Global Liberty (communications) Denver, USA good, bad, indifferent? With its links to London&Bradford GB, plus. Plus the links of Replika (App) Avatars doing their humans bidding radio broadcasting at intended victims, plus taking if CBD/CBTD capsules #cannabis based/fish oils.",T,10825,"['cbd', 'capsules']","['cbd', 'pregabalin']","['cbd', 'capsules']","['cbd', 'pregabalin']",['cbd'],['cbd'],['cbd'],['cbd'],['cbd'],['cbd'],2
"Nope - morphine does not affect my mental state (disappointed, as I wouldn't say no to a tad of euphoria).
Very effective musculo-skeletal-neuralgia pain relief & *astonishing* constipation. That's the total list of it's side-effects for me.",T,11090,"['morphine', 'neuralgia', 'pain relief']","['pregabalin', 'oxymorphone', 'morphine']","['morphine', 'neuralgia', 'pain relief']","['pregabalin', 'oxymorphone', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],3
These steroids and muscle relaxers are working better than the morphine and Fentanyl they were giving me. Miss me with that opioid shit #SpinalTumorSurgery I can't wait to be back on my bullshit and smell the roses,T,11505,"['muscle relaxers', 'morphine', 'fentanyl', 'opioid']","['fentanyl', 'hydrocodone', 'morphine', 'cyclobenzaprine']","['morphine', 'fentanyl', 'opioid']","['fentanyl', 'hydrocodone', 'morphine']","['morphine', 'fentanyl']","['fentanyl', 'morphine']","['morphine', 'fentanyl']","['fentanyl', 'morphine']","['morphine', 'fentanyl']","['fentanyl', 'morphine']",4
"The chill and silence of empty streets is my morphine, especially at night",T,11558,"['silence', 'morphine']","['lorazepam', 'morphine']",['morphine'],['morphine'],"['silence', 'morphine']","['lorazepam', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],2
"I understand Naltrexone helps refresh the endorphin receptors: remove stored 'pain' from the body. Low dose naltrexone (<5mg) is better than full-dose (50mg).   
Friend overdosed on heroin. I called 911, they revived with Naloxone (very similar). She did very well for 2 weeks.",T,11574,"['naltrexone', 'naltrexone']",['naltrexone'],"['naltrexone', 'naltrexone']",['naltrexone'],"['naltrexone', 'naltrexone']",['naltrexone'],"['naltrexone', 'naltrexone']",['naltrexone'],"['naltrexone', 'naltrexone']",['naltrexone'],2
Started the day off with a doctors visit. Been taking a pain med for over 20 yrs for fibromyalgia and it works but now have to see doc every 3 months to make sure I didn't overdose. Just one big game to get money from me $480.00 per visit.,T,11601,"['pain med', 'fibromyalgia']","['oxymorphone', 'pregabalin']","['pain med', 'fibromyalgia']","['oxymorphone', 'pregabalin']",[],[],[],[],[],[],2
"Yup, my renegade dentist gave me demerol and morphine pills, was high as a fkn kite,he could of pulled every tooth in my head out,i wouldn't of cared,took 2 1st visit,other 2, two weeks later,high as fk again, good times!😂🤪",T,11898,"['demerol', 'morphine', 'pills']","['meperidine', 'hydrocodone', 'morphine']",['morphine'],['morphine'],"['demerol', 'morphine']","['meperidine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],3
Demerol is an awful drug. Codeine maybe. Caffeine. You want to constrict the blood vessels,T,12069,"['demerol', 'codeine']","['codeine', 'meperidine']",['codeine'],['codeine'],"['demerol', 'codeine']","['codeine', 'meperidine']",['codeine'],['codeine'],['codeine'],['codeine'],2
"Rapper: Takes hard drugs in lethal doses for the majority of their lives
Rapper: Dies due to overdose
People:",T,12078,['lethal doses'],['carfentanil'],[],[],[],[],[],[],[],[],1
"And lastly! 

So Hot & Nobody - Wonder Girls 
U Go Girl - Lee Hyori 
10/10 or Again&Again - 2PM
Abracadabra - Brown Eyes Girls 
Growl, MAMA, Overdose, Lucky one - EXO
Any f(x) songs 
Any SHINEE songs 

Appreciate y'all 😘 happy we're doing old school kpop!
#GOT7radio",T,12342,"['girls', 'girl', '2pm', 'girls']","['diphenhydramine', 'methamphetamine', 'fentanyl']",[],[],['2pm'],['diphenhydramine'],[],[],"['girls', 'girl', 'girls']","['methamphetamine', 'fentanyl']",4
Demerol - the opiate invented to replace heroin - is still prescribed/administered as a painkiller for surgeries or post surgery. In hospitals or by oral surgeons/dentists in their practices. And Morphine which preceded heroin is still used.,F,12387,"['demerol', 'opiate', 'a painkiller', 'morphine']","['oxymorphone', 'meperidine', 'morphine', 'methadone']","['opiate', 'a painkiller', 'morphine']","['oxymorphone', 'codeine', 'morphine']","['demerol', 'morphine']","['meperidine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],4
"Indeed. Got ""fibro"" and Ankylosing Spondylitis. I have tried a lot of other therapies but in the end only NSAID, SR morphine, Vensir and 7 days a month low dose of zepam to recover when fatigue is overwhelming is what works. CBT is useless on its own, needs pain management with.",T,12499,"['morphine', 'zepam', 'pain management']","['fentanyl', 'morphine', 'oxazepam']","['morphine', 'pain management']","['fentanyl', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],3
Can't relate 😐 slept until 2pm got up and got jack in the crack now in back home in bed 🫣,F,13012,['2pm'],['diphenhydramine'],[],[],['2pm'],['diphenhydramine'],[],[],[],[],1
"Yes we can. Bring back some people from Gab. 
If I want to say the Jews turned the Sphinx into a space ship for the the lizard people. Which they are also hybrids of. On this flat earth, while George Soros smokes crack with lawn gnomes. Power to the people!",F,13101,['gab'],['pregabalin'],['gab'],['pregabalin'],[],[],[],[],[],[],1
morphine where gregor mendel sociology before should thallophyte single above bifid rather than binomial nomenclature further more basifixed,T,13187,"['morphine', 'mendel']","['meprobamate', 'morphine']",['morphine'],['morphine'],"['morphine', 'mendel']","['meprobamate', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],2
"Nothing worse than booze, morphine & Lorazepam to ruin a great music gig! 😆",T,13371,"['morphine', 'lorazepam']","['lorazepam', 'morphine']","['morphine', 'lorazepam']","['lorazepam', 'morphine']","['morphine', 'lorazepam']","['lorazepam', 'morphine']","['morphine', 'lorazepam']","['lorazepam', 'morphine']","['morphine', 'lorazepam']","['lorazepam', 'morphine']",2
godddd I wish I had morphine ToT I have tramadol and lyrica for my pain,T,13603,"['morphine', 'lyrica']","['pregabalin', 'morphine']","['morphine', 'lyrica']","['pregabalin', 'morphine']","['morphine', 'lyrica']","['pregabalin', 'morphine']","['morphine', 'lyrica']","['pregabalin', 'morphine']",['morphine'],['morphine'],2
"is the source of constant disappointment. Another legacy politician who promises, solely to get votes, then does nothing. Veterans with PTSD and parents of children w/seizures have been restored through cannabis.  doesn't give a damn. He does nothing. Zero.",T,13807,['the source'],['zopiclone'],[],[],[],[],[],[],[],[],1
"They've got me on NSAIDs, muscle relaxants, neurological pain relievers etc etc. I was on butrans and morphine & had to be stopped because of severe respiratory depression. But if you remove non-ED muscle relaxants & swap out for 1 opioid you can get better pain relief w/o same",T,13835,"['muscle relaxants', 'pain relievers', 'butrans', 'morphine', 'muscle relaxants', 'opioid', 'pain relief']","['buprenorphine', 'cyclobenzaprine', 'hydrocodone', 'oxymorphone', 'morphine']","['pain relievers', 'butrans', 'morphine', 'opioid', 'pain relief']","['oxymorphone', 'hydrocodone', 'buprenorphine', 'morphine']","['butrans', 'morphine']","['buprenorphine', 'morphine']","['butrans', 'morphine']","['buprenorphine', 'morphine']",['morphine'],['morphine'],7
"The doctor prescribed DRUGS EVERY DAY but an OVER DOSE of knee to the neck, knees on the back & legs with the weight of 3 grown a$$ men  CUTTING OFF YOUR BREATHING WILL KILL EVERY TIME.",T,14043,['doctor prescribed drugs'],['zopiclone'],[],[],[],[],[],[],['doctor'],['mdma'],1
